1	0	0	4172.8	24802.8	-1	4172.8	11351.3	0	4190	4190	11230.9	-1

2	4190	4190	6083.8	11238.8	11238.8	11230.9	13851.4	-1	-1	-1	-1	24808.4
3	6083.8	6083.8	6418.2	13845.4	13851.4	13851.4	14293.8	-1	-1	-1	-1	24807.4
4	6418.2	6418.2	0	14286.4	14293.8	14293.8	-1	-1	-1	-1	-1	24784.7

5	4172.8	4172.8	5137.2	11353.6	11353.6	11351.3	12819.7	-1	-1	-1	-1	24804.4
6	5137.2	5137.2	5469.89	12814.1	12819.7	12819.7	13303.1	-1	-1	-1	-1	24785.9
7	5469.89	-1	-1	13283.4	13303.1	-1	-1	-1	-1	-1	-1	24777.5

