1	0	0	6873	10405	10405

1	0	0	7031	10395	28673
5	7061	10418	11781	12163	28468
2	6896	10421	12890	13969	28350
3	12913	13985	14553	14553	28207
6	11804	12178	12553	12553	28490

4	14575	14575	14575	14575	28236
7	12576	12576	12576	12576	21478
