1	0	0	4159.9	24723.6	-1	4159.9	11316.9	0	4159.9	4159.9	11316.9	-1

2	4159.9	4159.9	5122.05	11314.3	11316.9	11316.9	12780.8	-1	-1	-1	-1	24728.1
3	5122.05	5122.05	5454.74	12771.7	12780.8	12780.8	13262	-1	-1	-1	-1	24719.6
4	5454.74	5454.74	0	13268.3	13268.3	13262	-1	-1	-1	-1	-1	24688

5	4159.9	4159.9	5122.05	11314.3	11316.9	11316.9	12780.8	-1	-1	-1	-1	24728.1
6	5122.05	5122.05	5454.74	12771.6	12780.8	12780.8	13262	-1	-1	-1	-1	24719.6
7	5454.74	-1	-1	13268.3	13268.3	-1	-1	-1	-1	-1	-1	24688

