1	0	15167.9	25322	45887.6
2	25322	27508.15	27508.15	45882.55
3	27508.15	28243.59	28243.59	45864.99
4	28243.59	28243.59	28243.59	45837.67
5	15167.9	18429.55	18429.55	45885.55
6	18429.55	19524.99	19524.99	45834.15
7	19524.99	19524.99	19524.99	45861.47

